Time,Temp. (Degree Celcius)
04-Sep-2017 05:00 pm to 04-Sep-2017 06:00 pm,31.82
04-Sep-2017 06:00 pm to 04-Sep-2017 07:00 pm,31.72
04-Sep-2017 07:00 pm to 04-Sep-2017 08:00 pm,31.02
04-Sep-2017 08:00 pm to 04-Sep-2017 09:00 pm,30.47
04-Sep-2017 09:00 pm to 04-Sep-2017 10:00 pm,30.78
04-Sep-2017 10:00 pm to 04-Sep-2017 11:00 pm,30.6
04-Sep-2017 11:00 pm to 05-Sep-2017 12:00 am,30.13
05-Sep-2017 12:00 am to 05-Sep-2017 01:00 am,29.62
05-Sep-2017 01:00 am to 05-Sep-2017 02:00 am,28.16
05-Sep-2017 02:00 am to 05-Sep-2017 03:00 am,27.91
05-Sep-2017 03:00 am to 05-Sep-2017 04:00 am,28.29
05-Sep-2017 04:00 am to 05-Sep-2017 05:00 am,28.48
05-Sep-2017 05:00 am to 05-Sep-2017 06:00 am,28.29
05-Sep-2017 06:00 am to 05-Sep-2017 07:00 am,29.09
05-Sep-2017 07:00 am to 05-Sep-2017 08:00 am,30.47
05-Sep-2017 08:00 am to 05-Sep-2017 09:00 am,32.33
05-Sep-2017 09:00 am to 05-Sep-2017 10:00 am,34.73
05-Sep-2017 10:00 am to 05-Sep-2017 11:00 am,35.03
05-Sep-2017 11:00 am to 05-Sep-2017 12:00 pm,35.12
05-Sep-2017 12:00 pm to 05-Sep-2017 01:00 pm,36.36
05-Sep-2017 01:00 pm to 05-Sep-2017 02:00 pm,35.86
05-Sep-2017 02:00 pm to 05-Sep-2017 03:00 pm,37.35
05-Sep-2017 03:00 pm to 05-Sep-2017 04:00 pm,35.7
05-Sep-2017 04:00 pm to 05-Sep-2017 05:00 pm,35.43
05-Sep-2017 05:00 pm to 05-Sep-2017 06:00 pm,35.23
05-Sep-2017 06:00 pm to 05-Sep-2017 07:00 pm,34.38
05-Sep-2017 07:00 pm to 05-Sep-2017 08:00 pm,32.31
05-Sep-2017 08:00 pm to 05-Sep-2017 09:00 pm,31.76
05-Sep-2017 09:00 pm to 05-Sep-2017 10:00 pm,30.9
05-Sep-2017 10:00 pm to 05-Sep-2017 11:00 pm,29.12
05-Sep-2017 11:00 pm to 06-Sep-2017 12:00 am,29.41
06-Sep-2017 12:00 am to 06-Sep-2017 01:00 am,29.37
06-Sep-2017 01:00 am to 06-Sep-2017 02:00 am,28.88
06-Sep-2017 02:00 am to 06-Sep-2017 03:00 am,28.44
06-Sep-2017 03:00 am to 06-Sep-2017 04:00 am,28.07
06-Sep-2017 04:00 am to 06-Sep-2017 05:00 am,28.82
06-Sep-2017 05:00 am to 06-Sep-2017 06:00 am,28.76
06-Sep-2017 06:00 am to 06-Sep-2017 07:00 am,28.89
06-Sep-2017 07:00 am to 06-Sep-2017 08:00 am,30.86
06-Sep-2017 08:00 am to 06-Sep-2017 09:00 am,32.92
06-Sep-2017 09:00 am to 06-Sep-2017 10:00 am,33.83
06-Sep-2017 10:00 am to 06-Sep-2017 11:00 am,35.84
06-Sep-2017 11:00 am to 06-Sep-2017 12:00 pm,38.74
06-Sep-2017 12:00 pm to 06-Sep-2017 01:00 pm,39.39
06-Sep-2017 01:00 pm to 06-Sep-2017 02:00 pm,38.39
06-Sep-2017 02:00 pm to 06-Sep-2017 03:00 pm,34.62
06-Sep-2017 03:00 pm to 06-Sep-2017 04:00 pm,34.07
06-Sep-2017 04:00 pm to 06-Sep-2017 05:00 pm,31.45
06-Sep-2017 05:00 pm to 06-Sep-2017 06:00 pm,32.19
06-Sep-2017 06:00 pm to 06-Sep-2017 07:00 pm,31.83
06-Sep-2017 07:00 pm to 06-Sep-2017 08:00 pm,31.91
06-Sep-2017 08:00 pm to 06-Sep-2017 09:00 pm,32.02
06-Sep-2017 09:00 pm to 06-Sep-2017 10:00 pm,29.87
06-Sep-2017 10:00 pm to 06-Sep-2017 11:00 pm,29.02
06-Sep-2017 11:00 pm to 07-Sep-2017 12:00 am,28.64
07-Sep-2017 12:00 am to 07-Sep-2017 01:00 am,30.06
07-Sep-2017 01:00 am to 07-Sep-2017 02:00 am,29.66
07-Sep-2017 02:00 am to 07-Sep-2017 03:00 am,29.15
07-Sep-2017 03:00 am to 07-Sep-2017 04:00 am,28.61
07-Sep-2017 04:00 am to 07-Sep-2017 05:00 am,28.47
07-Sep-2017 05:00 am to 07-Sep-2017 06:00 am,28.13
07-Sep-2017 06:00 am to 07-Sep-2017 07:00 am,29.38
07-Sep-2017 07:00 am to 07-Sep-2017 08:00 am,30.77
07-Sep-2017 08:00 am to 07-Sep-2017 09:00 am,31.12
07-Sep-2017 09:00 am to 07-Sep-2017 10:00 am,30.94
07-Sep-2017 10:00 am to 07-Sep-2017 11:00 am,32.43
07-Sep-2017 11:00 am to 07-Sep-2017 12:00 pm,33.55
07-Sep-2017 12:00 pm to 07-Sep-2017 01:00 pm,33.31
07-Sep-2017 01:00 pm to 07-Sep-2017 02:00 pm,34
07-Sep-2017 02:00 pm to 07-Sep-2017 03:00 pm,36
07-Sep-2017 03:00 pm to 07-Sep-2017 04:00 pm,35.64
07-Sep-2017 04:00 pm to 07-Sep-2017 05:00 pm,35.58
07-Sep-2017 05:00 pm to 07-Sep-2017 06:00 pm,31.93
07-Sep-2017 06:00 pm to 07-Sep-2017 07:00 pm,31.1
07-Sep-2017 07:00 pm to 07-Sep-2017 08:00 pm,32.16
07-Sep-2017 08:00 pm to 07-Sep-2017 09:00 pm,32.14
07-Sep-2017 09:00 pm to 07-Sep-2017 10:00 pm,30.85
07-Sep-2017 10:00 pm to 07-Sep-2017 11:00 pm,29.99
07-Sep-2017 11:00 pm to 08-Sep-2017 12:00 am,30.13
08-Sep-2017 12:00 am to 08-Sep-2017 01:00 am,30.16
08-Sep-2017 01:00 am to 08-Sep-2017 02:00 am,28.99
08-Sep-2017 02:00 am to 08-Sep-2017 03:00 am,28.76
08-Sep-2017 03:00 am to 08-Sep-2017 04:00 am,28.19
08-Sep-2017 04:00 am to 08-Sep-2017 05:00 am,27.79
08-Sep-2017 05:00 am to 08-Sep-2017 06:00 am,28.05
08-Sep-2017 06:00 am to 08-Sep-2017 07:00 am,29.43
08-Sep-2017 07:00 am to 08-Sep-2017 08:00 am,30.26
08-Sep-2017 08:00 am to 08-Sep-2017 09:00 am,31.13
08-Sep-2017 09:00 am to 08-Sep-2017 10:00 am,33.18
08-Sep-2017 10:00 am to 08-Sep-2017 11:00 am,33.98
08-Sep-2017 11:00 am to 08-Sep-2017 12:00 pm,34.43
08-Sep-2017 12:00 pm to 08-Sep-2017 01:00 pm,35.32
08-Sep-2017 01:00 pm to 08-Sep-2017 02:00 pm,36.42
08-Sep-2017 02:00 pm to 08-Sep-2017 03:00 pm,35.25
08-Sep-2017 03:00 pm to 08-Sep-2017 04:00 pm,34.95
08-Sep-2017 04:00 pm to 08-Sep-2017 05:00 pm,32.57
08-Sep-2017 05:00 pm to 08-Sep-2017 06:00 pm,31.87
08-Sep-2017 06:00 pm to 08-Sep-2017 07:00 pm,31.6
08-Sep-2017 07:00 pm to 08-Sep-2017 08:00 pm,31.1
08-Sep-2017 08:00 pm to 08-Sep-2017 09:00 pm,31.13
08-Sep-2017 09:00 pm to 08-Sep-2017 10:00 pm,29.79
08-Sep-2017 10:00 pm to 08-Sep-2017 11:00 pm,29.76
08-Sep-2017 11:00 pm to 09-Sep-2017 12:00 am,30.05
09-Sep-2017 12:00 am to 09-Sep-2017 01:00 am,29.08
09-Sep-2017 01:00 am to 09-Sep-2017 02:00 am,29.22
09-Sep-2017 02:00 am to 09-Sep-2017 03:00 am,29.57
09-Sep-2017 03:00 am to 09-Sep-2017 04:00 am,29.95
09-Sep-2017 04:00 am to 09-Sep-2017 05:00 am,29.49
09-Sep-2017 05:00 am to 09-Sep-2017 06:00 am,29.37
09-Sep-2017 06:00 am to 09-Sep-2017 07:00 am,29.8
09-Sep-2017 07:00 am to 09-Sep-2017 08:00 am,30.63
09-Sep-2017 08:00 am to 09-Sep-2017 09:00 am,33.45
09-Sep-2017 09:00 am to 09-Sep-2017 10:00 am,33.36
09-Sep-2017 10:00 am to 09-Sep-2017 11:00 am,33.58
09-Sep-2017 11:00 am to 09-Sep-2017 12:00 pm,34.72
09-Sep-2017 12:00 pm to 09-Sep-2017 01:00 pm,34.07
09-Sep-2017 01:00 pm to 09-Sep-2017 02:00 pm,29.71
09-Sep-2017 02:00 pm to 09-Sep-2017 03:00 pm,31.5
09-Sep-2017 03:00 pm to 09-Sep-2017 04:00 pm,33.44
09-Sep-2017 04:00 pm to 09-Sep-2017 05:00 pm,33.04
09-Sep-2017 05:00 pm to 09-Sep-2017 06:00 pm,31.93
09-Sep-2017 06:00 pm to 09-Sep-2017 07:00 pm,30.99
09-Sep-2017 07:00 pm to 09-Sep-2017 08:00 pm,30.73
09-Sep-2017 08:00 pm to 09-Sep-2017 09:00 pm,30.5
09-Sep-2017 09:00 pm to 09-Sep-2017 10:00 pm,29.71
09-Sep-2017 10:00 pm to 09-Sep-2017 11:00 pm,29.98
09-Sep-2017 11:00 pm to 10-Sep-2017 12:00 am,30.04
10-Sep-2017 12:00 am to 10-Sep-2017 01:00 am,29.66
10-Sep-2017 01:00 am to 10-Sep-2017 02:00 am,29.56
10-Sep-2017 02:00 am to 10-Sep-2017 03:00 am,29.45
10-Sep-2017 03:00 am to 10-Sep-2017 04:00 am,29.26
10-Sep-2017 04:00 am to 10-Sep-2017 05:00 am,29.16
10-Sep-2017 05:00 am to 10-Sep-2017 06:00 am,28.78
10-Sep-2017 06:00 am to 10-Sep-2017 07:00 am,29.47
10-Sep-2017 07:00 am to 10-Sep-2017 08:00 am,30.04
10-Sep-2017 08:00 am to 10-Sep-2017 09:00 am,31.28
10-Sep-2017 09:00 am to 10-Sep-2017 10:00 am,32.72
10-Sep-2017 10:00 am to 10-Sep-2017 11:00 am,35.12
10-Sep-2017 11:00 am to 10-Sep-2017 12:00 pm,34.66
10-Sep-2017 12:00 pm to 10-Sep-2017 01:00 pm,35.16
10-Sep-2017 01:00 pm to 10-Sep-2017 02:00 pm,33.38
10-Sep-2017 02:00 pm to 10-Sep-2017 03:00 pm,31.54
10-Sep-2017 03:00 pm to 10-Sep-2017 04:00 pm,31.96
10-Sep-2017 04:00 pm to 10-Sep-2017 05:00 pm,31.61
10-Sep-2017 05:00 pm to 10-Sep-2017 06:00 pm,30.37
10-Sep-2017 06:00 pm to 10-Sep-2017 07:00 pm,28.88
10-Sep-2017 07:00 pm to 10-Sep-2017 08:00 pm,28.41
10-Sep-2017 08:00 pm to 10-Sep-2017 09:00 pm,28.89
10-Sep-2017 09:00 pm to 10-Sep-2017 10:00 pm,28.27
10-Sep-2017 10:00 pm to 10-Sep-2017 11:00 pm,28.78
10-Sep-2017 11:00 pm to 11-Sep-2017 12:00 am,27.65
11-Sep-2017 12:00 am to 11-Sep-2017 01:00 am,27.82
11-Sep-2017 01:00 am to 11-Sep-2017 02:00 am,28.38
11-Sep-2017 02:00 am to 11-Sep-2017 03:00 am,28.95
11-Sep-2017 03:00 am to 11-Sep-2017 04:00 am,29.03
11-Sep-2017 04:00 am to 11-Sep-2017 05:00 am,28.42
11-Sep-2017 05:00 am to 11-Sep-2017 06:00 am,28.3
11-Sep-2017 06:00 am to 11-Sep-2017 07:00 am,28.46
11-Sep-2017 07:00 am to 11-Sep-2017 08:00 am,28.45
11-Sep-2017 08:00 am to 11-Sep-2017 09:00 am,29.54
11-Sep-2017 09:00 am to 11-Sep-2017 10:00 am,30.03
11-Sep-2017 10:00 am to 11-Sep-2017 11:00 am,32.36
11-Sep-2017 11:00 am to 11-Sep-2017 12:00 pm,34.78
11-Sep-2017 12:00 pm to 11-Sep-2017 01:00 pm,34.85
11-Sep-2017 01:00 pm to 11-Sep-2017 02:00 pm,36.41
11-Sep-2017 02:00 pm to 11-Sep-2017 03:00 pm,36.54
11-Sep-2017 03:00 pm to 11-Sep-2017 04:00 pm,36.43
11-Sep-2017 04:00 pm to 11-Sep-2017 05:00 pm,35.59
11-Sep-2017 05:00 pm to 11-Sep-2017 06:00 pm,32.45
11-Sep-2017 06:00 pm to 11-Sep-2017 07:00 pm,28.79
11-Sep-2017 07:00 pm to 11-Sep-2017 08:00 pm,29.13
11-Sep-2017 08:00 pm to 11-Sep-2017 09:00 pm,29.85
11-Sep-2017 09:00 pm to 11-Sep-2017 10:00 pm,29.15
11-Sep-2017 10:00 pm to 11-Sep-2017 11:00 pm,29.79
11-Sep-2017 11:00 pm to 12-Sep-2017 12:00 am,28.93
12-Sep-2017 12:00 am to 12-Sep-2017 01:00 am,28.6
12-Sep-2017 01:00 am to 12-Sep-2017 02:00 am,27.9
12-Sep-2017 02:00 am to 12-Sep-2017 03:00 am,27.98
12-Sep-2017 03:00 am to 12-Sep-2017 04:00 am,28.37
12-Sep-2017 04:00 am to 12-Sep-2017 05:00 am,28.64
12-Sep-2017 05:00 am to 12-Sep-2017 06:00 am,27.53
12-Sep-2017 06:00 am to 12-Sep-2017 07:00 am,28.49
12-Sep-2017 07:00 am to 12-Sep-2017 08:00 am,30.12
12-Sep-2017 08:00 am to 12-Sep-2017 09:00 am,31.36
12-Sep-2017 09:00 am to 12-Sep-2017 10:00 am,32.39
12-Sep-2017 10:00 am to 12-Sep-2017 11:00 am,33.79
12-Sep-2017 11:00 am to 12-Sep-2017 12:00 pm,34.97
12-Sep-2017 12:00 pm to 12-Sep-2017 01:00 pm,35.15
12-Sep-2017 01:00 pm to 12-Sep-2017 02:00 pm,32.03
12-Sep-2017 02:00 pm to 12-Sep-2017 03:00 pm,33.9
12-Sep-2017 03:00 pm to 12-Sep-2017 04:00 pm,33.8
12-Sep-2017 04:00 pm to 12-Sep-2017 05:00 pm,32.49
12-Sep-2017 05:00 pm to 12-Sep-2017 06:00 pm,31.99
12-Sep-2017 06:00 pm to 12-Sep-2017 07:00 pm,31.57
12-Sep-2017 07:00 pm to 12-Sep-2017 08:00 pm,30.91
12-Sep-2017 08:00 pm to 12-Sep-2017 09:00 pm,30.83
12-Sep-2017 09:00 pm to 12-Sep-2017 10:00 pm,28.61
12-Sep-2017 10:00 pm to 12-Sep-2017 11:00 pm,27.3
12-Sep-2017 11:00 pm to 13-Sep-2017 12:00 am,28.35
13-Sep-2017 12:00 am to 13-Sep-2017 01:00 am,27.08
13-Sep-2017 01:00 am to 13-Sep-2017 02:00 am,27.77
13-Sep-2017 02:00 am to 13-Sep-2017 03:00 am,27.04
13-Sep-2017 03:00 am to 13-Sep-2017 04:00 am,26.32
13-Sep-2017 04:00 am to 13-Sep-2017 05:00 am,27
13-Sep-2017 05:00 am to 13-Sep-2017 06:00 am,27.62
13-Sep-2017 06:00 am to 13-Sep-2017 07:00 am,27.94
13-Sep-2017 07:00 am to 13-Sep-2017 08:00 am,28.93
13-Sep-2017 08:00 am to 13-Sep-2017 09:00 am,30.58
13-Sep-2017 09:00 am to 13-Sep-2017 10:00 am,33.21
13-Sep-2017 10:00 am to 13-Sep-2017 11:00 am,33.39
13-Sep-2017 11:00 am to 13-Sep-2017 12:00 pm,34.74
13-Sep-2017 12:00 pm to 13-Sep-2017 01:00 pm,35.23
13-Sep-2017 01:00 pm to 13-Sep-2017 02:00 pm,35.8
13-Sep-2017 02:00 pm to 13-Sep-2017 03:00 pm,36.19
13-Sep-2017 03:00 pm to 13-Sep-2017 04:00 pm,35.72
13-Sep-2017 04:00 pm to 13-Sep-2017 05:00 pm,33.59
13-Sep-2017 05:00 pm to 13-Sep-2017 06:00 pm,30.71
13-Sep-2017 06:00 pm to 13-Sep-2017 07:00 pm,30.05
13-Sep-2017 07:00 pm to 13-Sep-2017 08:00 pm,29.17
13-Sep-2017 08:00 pm to 13-Sep-2017 09:00 pm,29.32
13-Sep-2017 09:00 pm to 13-Sep-2017 10:00 pm,28.92
13-Sep-2017 10:00 pm to 13-Sep-2017 11:00 pm,29.92
13-Sep-2017 11:00 pm to 14-Sep-2017 12:00 am,29.58
14-Sep-2017 12:00 am to 14-Sep-2017 01:00 am,29.49
14-Sep-2017 01:00 am to 14-Sep-2017 02:00 am,28.75
14-Sep-2017 02:00 am to 14-Sep-2017 03:00 am,28.41
14-Sep-2017 03:00 am to 14-Sep-2017 04:00 am,28.52
14-Sep-2017 04:00 am to 14-Sep-2017 05:00 am,28.18
14-Sep-2017 05:00 am to 14-Sep-2017 06:00 am,28.35
14-Sep-2017 06:00 am to 14-Sep-2017 07:00 am,29.54
14-Sep-2017 07:00 am to 14-Sep-2017 08:00 am,31.18
14-Sep-2017 08:00 am to 14-Sep-2017 09:00 am,32.36
14-Sep-2017 09:00 am to 14-Sep-2017 10:00 am,33.34
14-Sep-2017 10:00 am to 14-Sep-2017 11:00 am,34.56
14-Sep-2017 11:00 am to 14-Sep-2017 12:00 pm,35.49
14-Sep-2017 12:00 pm to 14-Sep-2017 01:00 pm,36.38
14-Sep-2017 01:00 pm to 14-Sep-2017 02:00 pm,34.73
14-Sep-2017 02:00 pm to 14-Sep-2017 03:00 pm,36.86
14-Sep-2017 03:00 pm to 14-Sep-2017 04:00 pm,36.4
14-Sep-2017 04:00 pm to 14-Sep-2017 05:00 pm,35.79
14-Sep-2017 05:00 pm to 14-Sep-2017 06:00 pm,34.21
14-Sep-2017 06:00 pm to 14-Sep-2017 07:00 pm,33.21
14-Sep-2017 07:00 pm to 14-Sep-2017 08:00 pm,32.48
14-Sep-2017 08:00 pm to 14-Sep-2017 09:00 pm,32.04
14-Sep-2017 09:00 pm to 14-Sep-2017 10:00 pm,31.4
14-Sep-2017 10:00 pm to 14-Sep-2017 11:00 pm,30.44
14-Sep-2017 11:00 pm to 15-Sep-2017 12:00 am,29.94
15-Sep-2017 12:00 am to 15-Sep-2017 01:00 am,29.64
15-Sep-2017 01:00 am to 15-Sep-2017 02:00 am,29.8
15-Sep-2017 02:00 am to 15-Sep-2017 03:00 am,29.42
15-Sep-2017 03:00 am to 15-Sep-2017 04:00 am,29.49
15-Sep-2017 04:00 am to 15-Sep-2017 05:00 am,28.02
15-Sep-2017 05:00 am to 15-Sep-2017 06:00 am,28.94
15-Sep-2017 06:00 am to 15-Sep-2017 07:00 am,29.02
15-Sep-2017 07:00 am to 15-Sep-2017 08:00 am,30.03
15-Sep-2017 08:00 am to 15-Sep-2017 09:00 am,31.37
15-Sep-2017 09:00 am to 15-Sep-2017 10:00 am,32.84
15-Sep-2017 10:00 am to 15-Sep-2017 11:00 am,33.63
15-Sep-2017 11:00 am to 15-Sep-2017 12:00 pm,34.22
15-Sep-2017 12:00 pm to 15-Sep-2017 01:00 pm,36.64
15-Sep-2017 01:00 pm to 15-Sep-2017 02:00 pm,36.89
15-Sep-2017 02:00 pm to 15-Sep-2017 03:00 pm,35.88
15-Sep-2017 03:00 pm to 15-Sep-2017 04:00 pm,35.23
15-Sep-2017 04:00 pm to 15-Sep-2017 05:00 pm,31.92
15-Sep-2017 05:00 pm to 15-Sep-2017 06:00 pm,30.46
15-Sep-2017 06:00 pm to 15-Sep-2017 07:00 pm,30.82
15-Sep-2017 07:00 pm to 15-Sep-2017 08:00 pm,30.31
15-Sep-2017 08:00 pm to 15-Sep-2017 09:00 pm,31
15-Sep-2017 09:00 pm to 15-Sep-2017 10:00 pm,30.83
15-Sep-2017 10:00 pm to 15-Sep-2017 11:00 pm,30.58
15-Sep-2017 11:00 pm to 16-Sep-2017 12:00 am,30.6
16-Sep-2017 12:00 am to 16-Sep-2017 01:00 am,29.77
16-Sep-2017 01:00 am to 16-Sep-2017 02:00 am,29.74
16-Sep-2017 02:00 am to 16-Sep-2017 03:00 am,29.42
16-Sep-2017 03:00 am to 16-Sep-2017 04:00 am,29.42
16-Sep-2017 04:00 am to 16-Sep-2017 05:00 am,28.68
16-Sep-2017 05:00 am to 16-Sep-2017 06:00 am,28.75
16-Sep-2017 06:00 am to 16-Sep-2017 07:00 am,29.99
16-Sep-2017 07:00 am to 16-Sep-2017 08:00 am,31.36
16-Sep-2017 08:00 am to 16-Sep-2017 09:00 am,32.19
16-Sep-2017 09:00 am to 16-Sep-2017 10:00 am,32.4
16-Sep-2017 10:00 am to 16-Sep-2017 11:00 am,33.52
16-Sep-2017 11:00 am to 16-Sep-2017 12:00 pm,33.84
16-Sep-2017 12:00 pm to 16-Sep-2017 01:00 pm,34.92
16-Sep-2017 01:00 pm to 16-Sep-2017 02:00 pm,35.69
16-Sep-2017 02:00 pm to 16-Sep-2017 03:00 pm,35.77
16-Sep-2017 03:00 pm to 16-Sep-2017 04:00 pm,36.13
16-Sep-2017 04:00 pm to 16-Sep-2017 05:00 pm,35.5
16-Sep-2017 05:00 pm to 16-Sep-2017 06:00 pm,33.64
16-Sep-2017 06:00 pm to 16-Sep-2017 07:00 pm,31.98
16-Sep-2017 07:00 pm to 16-Sep-2017 08:00 pm,31.79
16-Sep-2017 08:00 pm to 16-Sep-2017 09:00 pm,31.84
16-Sep-2017 09:00 pm to 16-Sep-2017 10:00 pm,30.58
16-Sep-2017 10:00 pm to 16-Sep-2017 11:00 pm,31.31
16-Sep-2017 11:00 pm to 17-Sep-2017 12:00 am,31.22
17-Sep-2017 12:00 am to 17-Sep-2017 01:00 am,30.05
17-Sep-2017 01:00 am to 17-Sep-2017 02:00 am,29.43
17-Sep-2017 02:00 am to 17-Sep-2017 03:00 am,29.2
17-Sep-2017 03:00 am to 17-Sep-2017 04:00 am,28.86
17-Sep-2017 04:00 am to 17-Sep-2017 05:00 am,28.99
17-Sep-2017 05:00 am to 17-Sep-2017 06:00 am,28.9
17-Sep-2017 06:00 am to 17-Sep-2017 07:00 am,29.37
17-Sep-2017 07:00 am to 17-Sep-2017 08:00 am,30.79
17-Sep-2017 08:00 am to 17-Sep-2017 09:00 am,32.41
17-Sep-2017 09:00 am to 17-Sep-2017 10:00 am,33.12
17-Sep-2017 10:00 am to 17-Sep-2017 11:00 am,35.46
17-Sep-2017 11:00 am to 17-Sep-2017 12:00 pm,36.17
17-Sep-2017 12:00 pm to 17-Sep-2017 01:00 pm,34.4
17-Sep-2017 01:00 pm to 17-Sep-2017 02:00 pm,36.37
17-Sep-2017 02:00 pm to 17-Sep-2017 03:00 pm,36.87
17-Sep-2017 03:00 pm to 17-Sep-2017 04:00 pm,36.63
17-Sep-2017 04:00 pm to 17-Sep-2017 05:00 pm,35.98
17-Sep-2017 05:00 pm to 17-Sep-2017 06:00 pm,33.77
17-Sep-2017 06:00 pm to 17-Sep-2017 07:00 pm,30.77
17-Sep-2017 07:00 pm to 17-Sep-2017 08:00 pm,30.95
17-Sep-2017 08:00 pm to 17-Sep-2017 09:00 pm,29.75
17-Sep-2017 09:00 pm to 17-Sep-2017 10:00 pm,29.19
17-Sep-2017 10:00 pm to 17-Sep-2017 11:00 pm,28.99
17-Sep-2017 11:00 pm to 18-Sep-2017 12:00 am,29.49
18-Sep-2017 12:00 am to 18-Sep-2017 01:00 am,28.99
18-Sep-2017 01:00 am to 18-Sep-2017 02:00 am,28.6
18-Sep-2017 02:00 am to 18-Sep-2017 03:00 am,28.24
18-Sep-2017 03:00 am to 18-Sep-2017 04:00 am,28.88
18-Sep-2017 04:00 am to 18-Sep-2017 05:00 am,28.17
18-Sep-2017 05:00 am to 18-Sep-2017 06:00 am,28.35
18-Sep-2017 06:00 am to 18-Sep-2017 07:00 am,29.11
18-Sep-2017 07:00 am to 18-Sep-2017 08:00 am,29.77
18-Sep-2017 08:00 am to 18-Sep-2017 09:00 am,30.83
18-Sep-2017 09:00 am to 18-Sep-2017 10:00 am,31.35
18-Sep-2017 10:00 am to 18-Sep-2017 11:00 am,31.18
18-Sep-2017 11:00 am to 18-Sep-2017 12:00 pm,31.29
18-Sep-2017 12:00 pm to 18-Sep-2017 01:00 pm,26.11
18-Sep-2017 01:00 pm to 18-Sep-2017 02:00 pm,25.91
18-Sep-2017 02:00 pm to 18-Sep-2017 03:00 pm,26.67
18-Sep-2017 03:00 pm to 18-Sep-2017 04:00 pm,27.05
18-Sep-2017 04:00 pm to 18-Sep-2017 05:00 pm,27.73
18-Sep-2017 05:00 pm to 18-Sep-2017 06:00 pm,27.75
18-Sep-2017 06:00 pm to 18-Sep-2017 07:00 pm,27.94
18-Sep-2017 07:00 pm to 18-Sep-2017 08:00 pm,28.01
18-Sep-2017 08:00 pm to 18-Sep-2017 09:00 pm,28.12
18-Sep-2017 09:00 pm to 18-Sep-2017 10:00 pm,27.81
18-Sep-2017 10:00 pm to 18-Sep-2017 11:00 pm,28.17
18-Sep-2017 11:00 pm to 19-Sep-2017 12:00 am,28.09
19-Sep-2017 12:00 am to 19-Sep-2017 01:00 am,28.25
19-Sep-2017 01:00 am to 19-Sep-2017 02:00 am,28.3
19-Sep-2017 02:00 am to 19-Sep-2017 03:00 am,28.54
19-Sep-2017 03:00 am to 19-Sep-2017 04:00 am,28.51
19-Sep-2017 04:00 am to 19-Sep-2017 05:00 am,28.16
19-Sep-2017 05:00 am to 19-Sep-2017 06:00 am,28.21
19-Sep-2017 06:00 am to 19-Sep-2017 07:00 am,28.21
19-Sep-2017 07:00 am to 19-Sep-2017 08:00 am,28.06
19-Sep-2017 08:00 am to 19-Sep-2017 09:00 am,28.99
19-Sep-2017 09:00 am to 19-Sep-2017 10:00 am,30.46
19-Sep-2017 10:00 am to 19-Sep-2017 11:00 am,31.47
19-Sep-2017 11:00 am to 19-Sep-2017 12:00 pm,32.13
19-Sep-2017 12:00 pm to 19-Sep-2017 01:00 pm,31.9
19-Sep-2017 01:00 pm to 19-Sep-2017 02:00 pm,31.52
19-Sep-2017 02:00 pm to 19-Sep-2017 03:00 pm,33.04
19-Sep-2017 03:00 pm to 19-Sep-2017 04:00 pm,32.6
19-Sep-2017 04:00 pm to 19-Sep-2017 05:00 pm,30.68
19-Sep-2017 05:00 pm to 19-Sep-2017 06:00 pm,30
19-Sep-2017 06:00 pm to 19-Sep-2017 07:00 pm,29.77
19-Sep-2017 07:00 pm to 19-Sep-2017 08:00 pm,30.19
19-Sep-2017 08:00 pm to 19-Sep-2017 09:00 pm,30.41
19-Sep-2017 09:00 pm to 19-Sep-2017 10:00 pm,30.13
19-Sep-2017 10:00 pm to 19-Sep-2017 11:00 pm,29.11
19-Sep-2017 11:00 pm to 20-Sep-2017 12:00 am,29.21
20-Sep-2017 12:00 am to 20-Sep-2017 01:00 am,28.9
20-Sep-2017 01:00 am to 20-Sep-2017 02:00 am,28.81
20-Sep-2017 02:00 am to 20-Sep-2017 03:00 am,28.55
20-Sep-2017 03:00 am to 20-Sep-2017 04:00 am,28.52
20-Sep-2017 04:00 am to 20-Sep-2017 05:00 am,28.88
20-Sep-2017 05:00 am to 20-Sep-2017 06:00 am,28.88
20-Sep-2017 06:00 am to 20-Sep-2017 07:00 am,29.13
20-Sep-2017 07:00 am to 20-Sep-2017 08:00 am,29.59
20-Sep-2017 08:00 am to 20-Sep-2017 09:00 am,29.74
20-Sep-2017 09:00 am to 20-Sep-2017 10:00 am,30.8
20-Sep-2017 10:00 am to 20-Sep-2017 11:00 am,31.92
20-Sep-2017 11:00 am to 20-Sep-2017 12:00 pm,31.99
20-Sep-2017 12:00 pm to 20-Sep-2017 01:00 pm,32.19
20-Sep-2017 01:00 pm to 20-Sep-2017 02:00 pm,34.2
20-Sep-2017 02:00 pm to 20-Sep-2017 03:00 pm,33.69
20-Sep-2017 03:00 pm to 20-Sep-2017 04:00 pm,32.77
20-Sep-2017 04:00 pm to 20-Sep-2017 05:00 pm,32.47
20-Sep-2017 05:00 pm to 20-Sep-2017 06:00 pm,31.12
20-Sep-2017 06:00 pm to 20-Sep-2017 07:00 pm,30.06
20-Sep-2017 07:00 pm to 20-Sep-2017 08:00 pm,29.49
20-Sep-2017 08:00 pm to 20-Sep-2017 09:00 pm,29.31
